codigo,tit_original,tit_convertido
66513,SÍNDROME HEMOLÍTICA URÊMICA ATÍPICA: EXPERIÊNCIA DO GRUPO DE ESTUDO BRASILEIRO DE MAT E SHUA (SHUABRASIL),Síndrome Hemolítica Urêmica Atípica: Experiência do Grupo de Estudo Brasileiro de Mat e Shua (SHUABRASIL)
66516,RELATO DE CASO: SÍNDROME HEMOLÍTICO-URÊMICA ATÍPICA (SHUA) EM LACTENTE DE 6 MESES DE IDADE,Relato de Caso: Síndrome Hemolítico-Urêmica Atípica (SHUA) em Lactente de 6 Meses de Idade
66519,INCIDÊNCIA DE NEFROPATIA INDUZIDA POR CONTRASTE EM PACIENTES SUBMETIDOS À CINEANGIOCORONARIOGRAFIA,Incidência de Nefropatia Induzida por Contraste em Pacientes Submetidos à Cineangiocoronariografia
66520,VANCOCINEMIA COMO PREDITORA DIAGNÓSTICA E PROGNÓSTICA DE LESÃO RENAL AGUDA NEFROTÓXICA EM PACIENTES CRÍTICOS,Vancocinemia como Preditora Diagnóstica e Prognóstica de Lesão Renal Aguda Nefrotóxica em Pacientes Críticos
66521,AVALIAÇÃO DA RELAÇÃO MÉDICO PACIENTE EM UMA CLÍNICA DE DOENTES RENAIS DE UMA CIDADE DO SUL DE SANTA CATARINA,Avaliação da Relação Médico Paciente em uma Clínica de Doentes Renais de uma Cidade do Sul de Santa Catarina
66522,O PAPEL DA VANCOCINEMIA NA POPULAÇÃO NÃO-CRÍTICA COMO PREDITORA DIAGNÓSTICA E PROGNÓSTICA DE LESÃO RENAL AGUDA,O Papel da Vancocinemia na População Não-Crítica como Preditora Diagnóstica e Prognóstica de Lesão Renal Aguda
66526,VANCOMYCIN REMOVAL DURING HIGH VOLUME PERITONEAL DIALYSIS IN ILL SEPTIC PATIENTS WITH AKI,Vancomycin Removal During High Volume Peritoneal Dialysis in Ill Septic Patients with AKI
66529,USO DO SISTEMA NHSN NO CONTROLE DE INFECÇÕES RELACIONADAS A ACESSO VASCULAR EM UNIDADE DE HEMODIÁLISE. ANÁLISE DE 5 ANOS,Uso do Sistema Nhsn no Controle de Infecções Relacionadas a Acesso Vascular em Unidade de Hemodiálise. Análise de 5 Anos
66532,AVALIAÇÃO DA FUNÇÃO E DA LESÃO RENAL NA ARTRITE INDUZIDA POR ADJUVANTE EM RATOS,Avaliação da Função e da Lesão Renal na Artrite Induzida por Adjuvante em Ratos
66533,A DOXICICLINA ATENUA A LESÃO RENAL INDUZIDA POR ISQUEMIA-REPERFUSÃO IMPEDINDO A PROGRESSÃO DO ESTRESSE DO RETÍCULO ENDOPLASMÁTICO,A Doxiciclina Atenua a Lesão Renal Induzida por Isquemia-Reperfusão Impedindo a Progressão do Estresse do Retículo Endoplasmático
66534,ASSOCIAÇÃO INDEPENDENTE DE HIPERTENSÃO ARTERIAL E AGRUPAMENTOS DE FATORES DE RISCO EM JOVENS,Associação Independente de Hipertensão Arterial e Agrupamentos de Fatores de Risco em Jovens
66535,"INJÚRIA RENAL AGUDA DIALÍTICA COMO FATOR INDEPENDENTE DE MORTALIDADE NA FEBRE AMARELA (PERFIL CLÍNICO, EPIDEMIOLÓGICO E DESFECHOS DE UMA COORTE DE UM CENTRO DE REFERÊNCIA DURANTE A EPIDEMIA DE 2017-2018)","Injúria Renal Aguda Dialítica como Fator Independente de Mortalidade na Febre Amarela (Perfil Clínico, Epidemiológico e Desfechos de uma Coorte de um Centro de Referência Durante a Epidemia de 2017-2018)"
66536,AVALIAÇÃO DE CUSTOS EM MÉTODOS DIALÍTICOS NÃO-PLANEJADOS: DIÁLISE PERITONEAL AUTOMATIZADA E HEMODIÁLISE - UM ESTUDO PILOTO,Avaliação de Custos em Métodos Dialíticos Não-Planejados: Diálise Peritoneal Automatizada e Hemodiálise - um Estudo Piloto
66537,EFEITO DA CÉLULA-TRONCO DERIVADA DO TECIDO ADIPOSO (ASC) NA PRODUÇÃO DE ADIPONECTINA E LEPTINA EM RATOS SHR ADMINISTRADOS COM DIETA HIPERLIPÍDICA,Efeito da Célula-Tronco Derivada do Tecido Adiposo (ASC) na Produção de Adiponectina e Leptina em Ratos SHR Administrados com Dieta Hiperlipídica
66539,ESTADO NUTRICIONAL E COMPOSIÇÃO CORPORAL DE PACIENTES COM DOENÇA RENAL CRÔNICA EM TRATAMENTO CONSERVADOR,Estado Nutricional e Composição Corporal de Pacientes com Doença Renal Crônica em Tratamento Conservador
66540,MASSA CELULAR CORPORAL E SUA RELAÇÃO COM ALTERAÇÕES METABÓLICAS EM PACIENTES COM DOENÇA RENAL CRÔNICA DIALÍTICA,Massa Celular Corporal e sua Relação com Alterações Metabólicas em Pacientes com Doença Renal Crônica Dialítica
66541,AVALIAÇÃO DO IMPACTO DO SISTEMA MELD PARA ALOCAÇÃO DE ENXERTOS HEPÁTICOS NA INCIDÊNCIA E PREVALÊNCIA DE DOENÇA RENAL CRÔNICA,Avaliação do Impacto do Sistema Meld para Alocação de Enxertos Hepáticos na Incidência e Prevalência de Doença Renal Crônica
66542,RELAÇÃO DO ÍNDICE DE RISCO NUTRICIONAL GERIÁTRICO E AVALIAÇÃO SUBJETIVA GLOBAL EM PACIENTES IDOSOS COM DOENÇA RENAL CRÔNICA SUBMETIDOS À HEMODIÁLISE,Relação do Índice de Risco Nutricional Geriátrico e Avaliação Subjetiva Global em Pacientes Idosos com Doença Renal Crônica Submetidos à Hemodiálise
66544,AVALIAÇÃO DA FUNÇÃO RENAL EM PACIENTES COM INTERVENÇÃO CORONARIANA PRÉVIA INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA,Avaliação da Função Renal em Pacientes com Intervenção Coronariana Prévia Internados em Unidade de Terapia Intensiva
66545,DETERMINAÇÃO DA DESNUTRIÇÃO POR MEIO DE DIFERENTES PARÂMETROS DA IMPEDÂNCIA BIOELÉTRICA EM PACIENTES SUBMETIDOS À HEMODIÁLISE.,Determinação da Desnutrição por Meio de Diferentes Parâmetros da Impedância Bioelétrica em Pacientes Submetidos à Hemodiálise.
66546,PROTEINÚRIA E ALBUMINÚRIA ASSOCIADAS AO ESTRESSE OXIDATIVO URINÁRIO EM FISICULTURISTAS USUÁRIOS DE ESTERÓIDES ANABOLIZANTES,Proteinúria e Albuminúria Associadas Ao Estresse Oxidativo Urinário em Fisiculturistas Usuários de Esteróides Anabolizantes
66547,ANGIOPLASTIA CORONÁRIA PERCUTÂNEA E INSUFICIÊNCIA RENAL AGUDA: MEDICAÇÕES IMPACTANTES,Angioplastia Coronária Percutânea e Insuficiência Renal Aguda: Medicações Impactantes
66548,Proteinúria e Albuminúria Associadas ao Estresse Oxidativo Urinário em Fisiculturistas Usuários de Esteróides Anabolizantes,Intervenção Educacional do Enfermeiro ao Doente Renal Crônico; Impacto da Doença e Rotina aos Pacientes em Tratamento Hemodialitico no Sertão do Ceará
66549,FRATURA CERVICAL ASSINTOMÁTICA EM HIPERPARATIREOIDISMO SECUNDÁRIO GRAVE,Fratura Cervical Assintomática em Hiperparatireoidismo Secundário Grave
66550,GLOMERULONEFRITE MEMBRANOSA ASSOCIADA A INFECÇÃO PELO VÍRUS DA HEPATITE C EM TRANSPLANTADO RENAL TARDIO: CURA PELOS NOVOS ANTIVIRAIS,Glomerulonefrite Membranosa Associada a Infecção pelo Vírus da Hepatite C em Transplantado Renal Tardio: Cura Pelos Novos Antivirais
66551,INJÚRIA RENAL AGUDA SECUNDÁRIA A DOENÇAS INFECCIOSAS,Injúria Renal Aguda Secundária a Doenças Infecciosas
66553,AÇÕES DE NUTRIÇÃO EM CLÍNICAS DE HEMODIÁLISE,Ações de Nutrição em Clínicas de Hemodiálise
66554,PREVALÊNCIA DE SOROCONVERSÃO DE VACINAÇÃO PARA HEPATITE B EM PACIENTES EM HEMODIÁLISE EM UMA CLÍNICA DO SUL CATARINENSE,Prevalência de Soroconversão de Vacinação para Hepatite B em Pacientes em Hemodiálise em uma Clínica do Sul Catarinense
66556,ESTUDO DA INCIDÊNCIA E EVOLUÇÃO DAS POR CANDIDA SPP EM TRANSPLANTADOS RENAIS,Estudo da Incidência e Evolução das por Candida SPP em Transplantados Renais
66558,HIPOCALEMIA GRAVE PERSISTENTE: SÍNDROME DE GITELMAN E DIAGNÓSTICOS DIFERENCIAIS – RELATO DE CASO,Hipocalemia Grave Persistente: Síndrome de Gitelman e Diagnósticos Diferenciais – Relato de Caso
66559,"DISFUNÇÃO ENDOTELIAL: PAPEL DAS TOXINAS URÊMICAS, P-CRESIL SULFATO, INDOXIL SULFATO E FOSFATO INORGÂNICO NA FORMAÇÃO DE MICROPARTÍCULAS ENDOTELIAIS","Disfunção Endotelial: Papel das Toxinas Urêmicas, P-Cresil Sulfato, Indoxil Sulfato e Fosfato Inorgânico na Formação de Micropartículas Endoteliais"
66560,PARAGANGLIOMA RETROPERITONEAL: RELATO DE CASO,Paraganglioma Retroperitoneal: Relato de Caso
66561,QUALIDADE DA HEMODIÁLISE E ESTADO NUTRICIONAL DE PACIENTES COM DOENÇA RENAL CRÔNICA EM TRATAMENTO DIALÍTICO,Qualidade da Hemodiálise e Estado Nutricional de Pacientes com Doença Renal Crônica em Tratamento Dialítico
66562,FEBRE AMARELA EM TRASPLANTADO RENAL: RELATO DE CASO COM CURSO ARRASTADO.,Febre Amarela em Trasplantado Renal: Relato de Caso com Curso Arrastado.
66563,ADIPOSIDADE CORPORAL DE AFRODESCENDENTES E SUA ASSOCIAÇÃO COM A TAXA DE FILTRAÇÃO GLOMERULAR,Adiposidade Corporal de Afrodescendentes e sua Associação com a Taxa de Filtração Glomerular
66564,AVALIAÇÃO DOS SINTOMAS DE SÍNDROME DAS PERNAS INQUIETAS EM PACIENTES COM INSUFICIÊNCIA RENAL DIALÍTICA ATENDIDOS EM UM MUNICÍPIO DO SUL DE SANTA CATARINA,Avaliação dos Sintomas de Síndrome das Pernas Inquietas em Pacientes com Insuficiência Renal Dialítica Atendidos em um Município do Sul de Santa Catarina
66565,MANIFESTAÇÕES OFTALMOLÓGICAS NUM PACIENTE COM FALÊNCIA RENAL POR AMILOIDOSE: UMA PISTA DIAGNÓSTICA,Manifestações Oftalmológicas Num Paciente com Falência Renal por Amiloidose: uma Pista Diagnóstica
66566,SÍNDROME DA TAQUICARDIA POSTURAL ORTOSTÁTICA ASSOCIADA A SÍNDROME DE GITELMAN: UM DESAFIO DIAGNÓSTICO,Síndrome da Taquicardia Postural Ortostática Associada a Síndrome de Gitelman: um Desafio Diagnóstico
66568,EFEITO DO USO DE SERTRALINA NA PREVENÇÃO DA HIPOTENSÃO ARTERIAL EM PACIENTES EM HEMODIÁLISE,Efeito do Uso de Sertralina na Prevenção da Hipotensão Arterial em Pacientes em Hemodiálise
66569,GLOMERULOESCLEROSE SEGMENTAR E FOCAL ASSOCIADA AO VÍRUS DA CHIKUNGUNYA,Glomeruloesclerose Segmentar e Focal Associada ao Vírus da Chikungunya
66570,IMPACTO DO SANGRAMENTO PARA INSUFICIÊNCIA RENAL AGUDA APÓS ANGIOPLASTIA CORONÁRIA PERCUTÂNEA,Impacto do Sangramento para Insuficiência Renal Aguda após Angioplastia Coronária Percutânea
66571,URINARY SYNDECAN-1 AND ACUTE KIDNEY INJURY AFTER PEDIATRIC CARDIAC SURGERY.,Urinary Syndecan-1 and Acute Kidney Injury After Pediatric Cardiac Surgery
66573,ACOMETIMENTO RENAL EM PACIENTES HIPERTENSOS E DIABÉTICOS INTERNADOS EM UNIDADE DE TERAPIA INTENSIVA,Acometimento Renal em Pacientes Hipertensos e Diabéticos Internados em Unidade de Terapia Intensiva
66574,ASSOCIAÇÃO DO KIM-1 URINÁRIO COM ELEVADA PROTEINÚRIA EM PACIENTES COM LEISHMANIOSE VISCERAL,Associação do KIM-1 Urinário com Elevada Proteinúria em Pacientes com Leishmaniose Visceral
66575,"ÍNDICE DE CONICIDADE E SUA ASSOCIAÇÃO COM MARCADORES NUTRICIONAIS, EFICIÊNCIA DA DIÁLISE E PROTEÍNA C REATIVA EM PACIENTES COM DOENÇA RENAL CRÔNICA DIALÍTICA","Índice de Conicidade e sua Associação com Marcadores Nutricionais, Eficiência da Diálise e Proteína C Reativa em Pacientes com Doença Renal Crônica Dialítica"
66576,IMPACTO DO AMBIENTE URÊMICO NA REGULAÇÃO DA EXPRESSÃO DE TRANSPORTADORES DE TOXINAS URÊMICAS,Impacto do Ambiente Urêmico na Regulação da Expressão de Transportadores de Toxinas Urêmicas
66577,GLOMERULONEFRITE CRIOGLOBULINÊMICA COMO APRESENTAÇÃO DE UMA GAMOPATIA MONOCLONAL DE SIGNIFICADO RENAL: RELATO DE CASO,Glomerulonefrite Crioglobulinêmica como Apresentação de uma Gamopatia Monoclonal de Significado Renal: Relato de Caso
66578,A CLASSIFICAÇÃO DO KDIGO DE LESÃO RENAL AGUDA É ADEQUADA PARA PACIENTES CIRRÓTICOS?,A Classificação do Kdigo de Lesão Renal Aguda é Adequada para Pacientes Cirróticos?
66579,EXPERIÊNCIA NA REALIZAÇÃO DE PLASMAFERESE TERAPÊUTICA COM PLASMAFILTRO EM UM SERVIÇO DE NEFROLOGIA DO INTERIOR DO ESTADO DE SÃO PAULO,Experiência na Realização de Plasmaferese Terapêutica com Plasmafiltro em um Serviço de Nefrologia do Interior do Estado de São Paulo
66580,HIPOMAGNESEMIA COM HIPERCALCIÚRIA E NEFROCALCINOSE CAUSADA POR UMA NOVA MUTAÇÃO NO GENE DA CLAUDINA-16,Hipomagnesemia com Hipercalciúria e Nefrocalcinose Causada por uma Nova Mutação no Gene da Claudina-16
66582,PERFIL CLÍNICO-EPIDEMIOLÓGICO DOS PACIENTES ACOMPANHADOS EM UM AMBULATÓRIO DE REFERÊNCIA PARA TRANSPLANTE RENAL DO OESTE DO PARÁ,Perfil Clínico-Epidemiológico dos Pacientes Acompanhados em um Ambulatório de Referência para Transplante Renal do Oeste do Pará
66585,NSUFICIÊNCIA RENAL AGUDA DURANTE EPIDEMIA DE FEBRE AMARELA: RELATO DE CINCO CASOS,Nsuficiência Renal Aguda Durante Epidemia de Febre Amarela: Relato de Cinco Casos
66586,EFEITO CITOTÓXICO DO VENENO DE BOTHROPS INSULARIS SOBRE CÉLULAS RENAIS: INFLUÊNCIA DA LAAO E METALOPROTEASES.,Efeito Citotóxico do Veneno de Bothrops Insularis sobre Células Renais: Influência da LAAO e Metaloproteases.
66587,AVALIAÇÃO DO EFEITO DA REPOSIÇÃO DE ΑKLOTHO RECOMBINANTE SOBRE A REMODELAÇÃO MIOCÁRDICA EM MODELO EXPERIMENTAL DE DOENÇA RENAL CRÔNICA,Avaliação do Efeito da Reposição de Αklotho Recombinante sobre a Remodelação Miocárdica em Modelo Experimental de Doença Renal Crônica
66590,INCIDENCE OF POST-TRANSPLANT DIABETES (PTDM) AND THE MOST COMMONLY USED AGENTS FOR PTDM IN RENAL TRANSPLANT PATIENTS ON LOW MAINTENANCE IMMUNOSUPPRESSIVE THERAPY,Incidence of Post-Transplant Diabetes (PTDM) and the Most Commonly Used Agents for Ptdm in Renal Transplant Patients on Low Maintenance Immunosuppressive Therapy
66592,PERFIL EPIDEMIOLOGICO DAS BIOPSIAS RENAIS DO HOSPITAL FEDERAL DE BONSUCESSO,Perfil Epidemiologico das Biopsias Renais do Hospital Federal de Bonsucesso
66595,RELAÇÃO ENTRE O ESTADO NUTRICIONAL E INFLAMATÓRIO COM QUALIDADE DE VIDA E SINTOMAS DEPRESSIVOS EM PACIENTES SOB TRATAMENTO HEMODIALÍTICO,Relação entre o Estado Nutricional e Inflamatório com Qualidade de Vida e Sintomas Depressivos em Pacientes sob Tratamento Hemodialítico
66596,UNINEFRECTOMIA ASSOCIADA OBESIDADE CAUSADA POR DIETA HIPERCALÓRICA E FUNÇÃO RENAL EM CAMUNDONGOS.,Uninefrectomia Associada Obesidade Causada por Dieta Hipercalórica e Função Renal em Camundongos.
66597,SEGURANÇA DA VACINAÇÃO DE FEBRE AMARELA NOS PACIENTES EM DIÁLISE,Segurança da Vacinação de Febre Amarela nos Pacientes em Diálise
66598,IMPLANTAÇÃO DO PROTOCOLO GESTÃO Á VISTA PARA O ACESSO VASCULAR DEFINITIVO AO PACIENTE RENAL CRÔNICO EM HEMODIÁLISE,Implantação do Protocolo Gestão à Vista para o Acesso Vascular Definitivo ao Paciente Renal Crônico em Hemodiálise
66600,BIOMARCADORES RENAIS E ENDOTELIAIS COMO PREDITORES DE LESÃO RENAL AGUDA APÓS O TRANSPLANTE HEPÁTICO,Biomarcadores Renais e Endoteliais como Preditores de Lesão Renal Aguda após o Transplante Hepático
66601,PATIENT AND GRAFT SURVIVAL IN KIDNEY TRANSPLANT PATIENTS WITH POST-TRANSPLANT DIABETES IN THE ERA OF LOW MAINTENANCE IMMUNOSUPPRESSION,Patient and Graft Survival in Kidney Transplant Patients with Post-Transplant Diabetes in The Era of Low Maintenance Immunosuppression
66603,A ADEQUAÇÃO DO KT/V DOS PACIENTES RENAIS CRÔNICOS DE UMA CLÍNICA DE HEMODIÁLISE DE CAICÓ-RN,A Adequação do KT/V dos Pacientes Renais Crônicos de uma Clínica de Hemodiálise de Caicó-RN
66604,ANGIOPOIETIN-2 AND ACUTE KIDNEY INJURY IN CRITICALLY ILL PATIENTS: DIFFERENCES IN PATIENTS WITH OR WITHOUT ARDS.,Angiopoietin-2 and Acute Kidney Injury in Critically Ill Patients: Differences in Patients with or without ARDS
66607,FEBRE AMARELA: UM CASO DE IRA RESOLVIDA APÓS TRANSPLANTE HEPÁTICO,Febre Amarela: um Caso de IRA Resolvida após Transplante Hepático
66608,MANIFESTAÇÕES RENAIS NA SÍNDROME DE SJÖGREN,Manifestações Renais na Síndrome de Sjögren
66609,VANTAGENS E DESVANTAGENS DOS MÉTODOS DE PUNÇÃO DE FÍSTULA ARTERIOVENOSA PARA HEMODIÁLISE,Vantagens e Desvantagens dos Métodos de Punção de Fístula Arteriovenosa para Hemodiálise
66611,ASSOCIAÇÃO DE RISCO CARDIOVASCULAR DA HIPERTENSÃO COM ANTICORPOS ANTI LDL EM ESCOLARES,Associação de Risco Cardiovascular da Hipertensão com Anticorpos Anti LDL em Escolares
66613,INCIDENTES EM SESSÕES DE HEMODIÁLISE EM UNIDADES DE TERAPIA INTENSIVA,Incidentes em Sessões de Hemodiálise em Unidades de Terapia Intensiva
66615,GRAVIDEZ EM MULHERES EM TRATAMENTO COM HEMODIÁLISE CRÔNICA (HDC).,Gravidez em Mulheres em Tratamento com Hemodiálise Crônica (HDC).
66617,AVALIAÇÃO DA VARIAÇÃO TEMPORAL DA TAXA DE FILTRAÇÃO GLOMERULAR (ΔTFG) COMO MARCADOR DE RESPOSTA À TERAPIA DA NEFRITE LÚPICA: UM ESTUDO RETROSPECTIVO,Avaliação da Variação Temporal da Taxa de Filtração Glomerular (ΔTFG) como Marcador de Resposta à Terapia da Nefrite Lúpica: um Estudo Retrospectivo
66618,USO DE SUPLEMENTOS PROTEICOS EM PRATICANTES DE CROSSFIT® E MUSCULAÇÃO: A IMPORTÂNCIA DA EDUCAÇÃO EM SAÚDE NA PREVENÇÃO DA DOENÇA RENAL.,Uso de Suplementos Proteicos em Praticantes de Crossfit® e Musculação: a Importância da Educação em Saúde na Prevenção da Doença Renal
66619,AVALIAÇÃO DA NEFROTOXICIDADE DA ANFOTERICINA B LIPOSSOMAL EM PACIENTES COM LEISHMANIOSE VISCERAL USANDO BIOMARCADORES RENAIS,Avaliação da Nefrotoxicidade da Anfotericina B Lipossomal em Pacientes com Leishmaniose Visceral Usando Biomarcadores Renais
66620,ANÁLISE DA PREVALÊNCIA DA SÍNDROME DA FRAGILIDADE EM PACIENTES PORTADORES DE DOENÇA RENAL CRÔNICA EM TRATAMENTO HEMODIALÍTICO EM CLÍNICA DE DIÁLISE DA GRANDE VITÓRIA- ES,Análise da Prevalência da Síndrome da Fragilidade em Pacientes Portadores de Doença Renal Crônica em Tratamento Hemodialítico em Clínica de Diálise da Grande Vitória-ES
66622,FATORES ASSOCIADOS AOS PADRÕES DE RESPOSTA NA INDUÇÃO DE REMISSÃO DE PACIENTES COM NEFRITE LÚPICA,Fatores Associados aos Padrões de Resposta na Indução de Remissão de Pacientes com Nefrite Lúpica
66624,RASTREIO DE HIPERTENSÃO ARTERIAL SISTÊMICA E DIABETES MELLITUS COMO IMPORTANTES PREDISPONENTES PARA O DESENVOLVIMENTO DE DOENÇA RENAL CRÔNICA EM IDOSOS NO ESTADO DO CEARÁ NO PERÍODO DE 2009 A 2017,Rastreio de Hipertensão Arterial Sistêmica e Diabetes Mellitus como Importantes Predisponentes para o Desenvolvimento de Doença Renal Crônica em Idosos no Estado do Ceará no Período de 2009 a 2017
66626,INFECÇÃO DO TRATO URINÁRIO (ITU) ASSOCIADO AO USO DE INIBIDORES SGLT2 EM PACIENTES IDOSAS PORTADORAS DE DIABETES TIPO 2.,Infecção do Trato Urinário (ITU) Associado ao Uso de Inibidores Sglt2 em Pacientes Idosas Portadoras de Diabetes Tipo 2
66628,EVENTOS ADVERSOS NA ASSISTÊNCIA A PACIENTES SUBMETIDOS À HEMODIÁLISE EM UNIDADE DE TERAPIA INTENSIVA,Eventos Adversos na Assistência a Pacientes Submetidos à Hemodiálise em Unidade de Terapia Intensiva
66631,PERFIL DA HIPONATREMIA COMO FATOR DE RISCO PARA HEMODIÁLISE E MORTALIDADE EM PACIENTES COM LEPTOSPIROSE,Perfil da Hiponatremia como Fator de Risco para Hemodiálise e Mortalidade em Pacientes com Leptospirose
66632,EFEITO DO TREINAMENTO RESISTIDO A LONGO PRAZO NA PROTEINÚRIA DE ADULTOS COM SOBREPESO E OBESIDADE,Efeito do Treinamento Resistido a Longo Prazo na Proteinúria de Adultos com Sobrepeso e Obesidade
66633,INCIDÊNCIA DE INDICADORES DE LESÃO RENAL EM ATLETAS DE FISICULTURISMO E PRATICANTES RECREACIONAIS DE TREINAMENTO RESISTIDO,Incidência de Indicadores de Lesão Renal em Atletas de Fisiculturismo e Praticantes Recreacionais de Treinamento Resistido
66634,PODOCITOPATIA LÚPICA NO INTERIOR DA AMAZÔNIA: RELATO DE CASO,Podocitopatia Lúpica no Interior da Amazônia: Relato de Caso
66636,ALTERAÇÕES CLÍNICA E LABORATORIAIS EM PACIENTES COM SÍNDROME NEFRÓTICA,Alterações Clínica e Laboratoriais em Pacientes com Síndrome Nefrótica
66638,PAPEL DA IDADE COMO PREDITOR DE MAU PROGNÓSTICO NA LESÃO RENAL AGUDA ASSOCIADA À LEPTOSPIROSE,Papel da Idade como Preditor de Mau Prognóstico na Lesão Renal Aguda Associada à Leptospirose
66640,TESTE DE EQUILÍBRIO PERITONEAL (PET) E DOSE DE DIÁLISE EM PACIENTES EM DIÁLISE PERITONEAL: EXPERIÊNCIA DE UM CENTRO TERCIÁRIO.,Teste de Equilíbrio Peritoneal (PET) e Dose de Diálise em Pacientes em Diálise Peritoneal: Experiência de um Centro Terciário
66641,EFEITO PROTETOR DA HEMODIALISE NO TRATAMENTO DE PACIENTES COM INJÚRIA RENAL AGUDA ASSOCIADA A SEPSE,Efeito Protetor da Hemodialise no Tratamento de Pacientes com Injúria Renal Aguda Associada a Sepse
66645,PREVALÊNCIA DA DOENÇA RENAL CRÔNICA EM UMA CIDADE DO INTERIOR DO MARANHÃO: RELATO DE EXPERIÊNCIA DO DIA MUNDIAL DO RIM,Prevalência da Doença Renal Crônica em uma Cidade do Interior do Maranhão: Relato de Experiência do Dia Mundial do Rim
66646,COMPARAÇÃO DO PERFIL NUTRICIONAL DOS PACIENTES EM HEMODIÁLISE COM E SEM HIPERPARATIREOIDISMO SECUNDÁRIO,Comparação do Perfil Nutricional dos Pacientes em Hemodiálise com e Sem Hiperparatireoidismo Secundário
66648,VARFARINA EM DOENTES EM HEMODIÁLISE- DO OR DONT?,Varfarina em Doentes em Hemodiálise - do or don't?
66650,USO DO MÉTODO COAGULAÇÃO LEE-WHITE PARA IDENTIIFCAR DISTÚRBIOS DE COAGULAÇÃO EM PACIENTES DOENTES RENAIS CRÔNICOS EM TRATAMENTO HEMODIALÍTICO,Uso do Método Coagulação Lee-White para Identiifcar Distúrbios de Coagulação em Pacientes Doentes Renais Crônicos em Tratamento Hemodialítico
66651,OSTEOMIELITE CLAVICULAR COMO COMPLICAÇÃO DE INFECÇÃO DE CATETER DUPLO LÚMEN,Osteomielite Clavicular como Complicação de Infecção de Cateter Duplo Lúmen
66652,"INDOXIL SULFATO INDUZ AUMENTO DO ESTRESSE OXIDATIVO E MORTE CELULAR EM ERITRÓCITOS, EFEITOS POTENCIALIZADOS EM AMBIENTE HIPOXÊMICO.","Indoxil Sulfato Induz Aumento do Estresse Oxidativo e Morte Celular em Eritrócitos, Efeitos Potencializados em Ambiente Hipoxêmico"
66654,PERFIL CLÍNICO E LABORATORIAL DE PACIENTES DIABÉTICOS MANTIDOS EM HEMODIÁLISE NA CLÍNICA DE DIÁLISE DO CABO,Perfil Clínico e Laboratorial de Pacientes Diabéticos Mantidos em Hemodiálise na Clínica de Diálise do Cabo
66655,REMISSÃO COMPLETA DA PROTEINÚRIA EM PACIENTES COM GESF CORTICODEPENDENTE E CORTICORESISTENTE COM USO DA ASSOCIAÇÃO DE MICOFENOLATO E PREDNISONA - SÉRIE DE CASOS.,Remissão Completa da Proteinúria em Pacientes com Gesf Corticodependente e Corticoresistente com Uso da Associação de Micofenolato e Prednisona - Série de Casos.
66659,"EFICÁCIA, SEGURANÇA E REDUÇÃO DE CUSTOS NO IMPLANTE DE CATETER DE LONGA PERMANÊNCIA EM PACIENTES DIALÍTICOS REALIZADOS POR NEFROLOGISTA","Eficácia, Segurança e Redução de Custos no Implante de Cateter de Longa Permanência em Pacientes Dialíticos Realizados por Nefrologista"
66660,INJÚRIA RENAL AGUDA APÓS REAÇÃO TRANSFUSIONAL GRAVE,Injúria Renal Aguda após Reação Transfusional Grave
66663,NÃO ADERÊNCIA AOS IMUNOSSUPRESSORES E AOS COMPORTAMENTOS EM SAÚDE EM TRANSPLANTE RENAL – RESULTADOS PRELIMINARES DO ESTUDO MULTICÊNTRICO ADERE BRASIL,Não Aderência aos Imunossupressores e aos Comportamentos em Saúde em Transplante Renal – Resultados Preliminares do Estudo Multicêntrico Adere Brasil
66664,APRESENTAÇÃO RENAL ATÍPICA DA ESCLEROSE SISTÊMICA,Apresentação Renal Atípica da Esclerose Sistêmica
66665,PAPEL DA PROTEÍNA QUIMIOTÁTICA DE MONÓCITOS-1 NO DIAGNÓSTICO PRECOCE DA LESÃO RENAL AGUDA INDUZIDA POR PICADA DE COBRAS,Papel da Proteína Quimiotática de Monócitos-1 no Diagnóstico Precoce da Lesão Renal Aguda Induzida por Picada de Cobras
66666,IMPACTO DA ANSIEDADE NA ASSIDUIDADE DE PACIENTES IDOSOS SUBMETIDOS À HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA DA REGIÃO NORTE DO ESTADO DO CEARÁ,Impacto da Ansiedade na Assiduidade de Pacientes Idosos Submetidos à Hemodiálise em um Hospital de Referência da Região Norte do Estado do Ceará
66667,TUBERCULOSE GENITOURINÁRIA: UM DESAFIO DIAGNÓSTICO,Tuberculose Genitourinária: um Desafio Diagnóstico
66669,AMILOIDOSE AL: RELATO DE DOIS CASOS COM SÍNDROME NEFRÓTICA,Amiloidose Al: Relato de Dois Casos com Síndrome Nefrótica
66671,AVALIAÇÃO DO EFEITO DO USO DE SUPLEMENTAÇÃO DE CREATINA SOBRE A FUNÇÃO RENAL USANDO BIOMARCADORES RENAIS,Avaliação do Efeito do Uso de Suplementação de Creatina sobre a Função Renal Usando Biomarcadores Renais
66672,"NEFROPATIA POR IGA ASSOCIADA A ARTRALGIA, FEBRE E ERITEMA NODOSO: UMA APRESENTAÇÃO ATÍPICA","Nefropatia por IGA Associada a Artralgia, Febre e Eritema Nodoso: uma Apresentação Atípica"
